unit,data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,wavCoef,307.9260079,2.707312092,-0.001415804,-4.96431E-06,-1.67E-09,2.08E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,radSens,8860.398893,9481.209975,9810.773347,9920.396032,9894.75534,9773.35489,9521.134453,9359.438826,9267.58073,9251.963517,9358.787933,9542.113173,9765.908239,10004.19071,10209.53209,10329.42317,10351.48478,10258.42559,10071.02883,9820.72888,9542.862319,9304.170811,9149.906892,9106.04237,9177.470867,9374.086347,9680.6437,10083.32952,10558.92317,11096.25357,11668.51303,12241.31371,12790.51527,13287.80684,13703.32064,14021.32534,14225.67519,14311.20195,14299.38675,14195.39929,14038.65164,13849.68892,13657.74655,13489.31665,13351.3051,13264.92784,13224.80967,13253.79189,13364.15111,13504.32424,13708.03676,13967.48285,14264.69519,14583.5811,14913.09323,15250.29426,15525.18503,15777.43682,15957.39696,16104.83253,16253.28328,16338.15011,16359.86655,16337.26027,16301.84192,16218.1133,16050.90313,15872.70212,15643.0156,15411.90873,15160.68387,14906.01146,14685.08608,14471.79804,14258.10948,14017.87054,13793.19306,13619.25187,13460.61165,13348.27554,13302.9533,13271.26364,13288.90702,13326.3328,13377.54845,13424.91561,13456.5552,13464.80542,13460.90329,13440.19738,13407.04666,13363.64148,13340.87271,13296.61213,13251.37326,13204.49088,13151.65397,13097.19982,13038.72504,12969.61343,12891.17561,12801.24255,12715.99456,12640.26616,12567.92497,12504.0989,12450.63268,12411.4017,12378.99793,12359.51339,12343.06771,12327.38414,12308.50343,12283.91821,12247.49341,12198.54168,12144.29963,12088.13381,12037.38263,11993.64253,11955.14269,11919.10312,11887.77979,11848.86903,11798.48652,11736.72319,11667.81476,11587.24765,11494.33181,11395.40586,11294.57995,11189.77113,11083.97645,10975.49638,10862.21398,10748.69691,10633.22729,10517.82216,10407.22541,10299.18281,10184.89587,10071.35034,9955.598663,9835.225692,9709.11305,9581.710452,9445.654416,9311.770327,9173.80503,9036.498057,8910.429662,8798.484934,8698.371188,8600.289897,8509.823467,8413.345729,8307.346248,8192.844105,8073.37299,7947.694514,7824.132634,7708.405569,7597.487608,7499.96074,7420.799753,7346.944753,7276.309355,7199.761952,7115.467265,7018.358184,6914.325145,6802.984163,6685.926856,6578.321361,6476.107038,6391.910242,6321.221394,6265.164275,6224.980494,6179.074511,6118.620038,6052.160287,5973.615207,5893.339664,5801.706097,5707.794217,5617.417799,5535.753085,5457.760598,5380.03229,5308.927571,5245.341686,5180.344599,5120.678533,5068.367726,5029.812451,5003.782291,4976.042546,4934.828075,4839.899851,4740.711629,4627.27725,4510.948706,4403.17092,4314.927299,4255.653484,4221.107055,4199.90322,4177.254181,4147.920694,4117.689783,4043.460093,3964.99194,3894.258733,3825.776575,3761.680198,3695.558145,3629.533419,3558.1466,3485.424444,3413.125899,3350.701807,3288.734785,3236.051775,3186.733109,3151.44254,3120.162461,3088.986575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,irrSens,638.0531265,681.4955526,704.0527033,710.2125854,705.9570726,694.567476,672.0012906,655.2788271,643.0273224,635.2227956,633.5866521,639.3364301,649.5656441,661.705657,673.8973774,682.946118,687.2919844,685.584526,677.7840283,665.7896914,651.2938668,638.2937396,628.5725993,624.4718048,627.1392531,636.9888665,654.1216971,678.3549491,708.6936132,744.704788,784.0869048,824.3971642,864.0305461,900.8996563,932.0357972,956.2213354,972.7698812,980.8603585,982.4805526,978.6091907,971.1345702,961.4479325,951.5989213,942.6593235,936.2127083,933.2612845,934.2457388,939.1477032,949.7539237,962.4068239,979.229238,999.6855471,1022.965029,1047.810185,1074.182955,1101.416283,1124.883204,1147.122963,1164.894464,1180.139689,1195.556002,1206.155669,1212.335024,1214.717856,1216.244067,1213.83373,1205.375391,1196.200116,1183.436771,1170.76637,1156.873938,1142.489322,1130.674952,1119.288422,1107.332397,1092.713406,1078.887054,1068.50419,1058.762314,1052.426256,1051.092789,1050.808029,1054.578529,1059.630395,1065.803665,1072.244997,1077.717047,1081.656554,1085.125655,1087.673757,1089.452948,1090.463867,1093.043439,1093.710962,1094.172042,1094.146008,1093.572324,1092.898939,1092.221938,1090.584014,1088.138841,1084.866424,1081.814428,1079.166392,1076.867324,1075.103941,1074.139395,1074.594875,1075.632591,1077.530049,1079.933342,1082.299692,1084.232146,1085.691315,1086.083948,1085.379614,1084.386531,1083.332106,1082.201255,1082.029389,1082.132157,1082.259639,1082.593181,1082.178135,1080.922148,1078.546538,1075.292162,1071.170923,1065.611387,1059.765989,1053.218014,1046.729947,1040.285613,1033.983305,1027.49569,1021.519605,1016.16865,1011.200801,1006.105452,1001.123132,994.9061182,988.0242892,979.6320419,969.9353218,959.3591527,948.5610188,936.8784925,925.677928,914.5747038,904.2664086,894.8424713,886.7554245,879.7051502,872.7330488,866.3461762,859.0072198,850.7504425,841.7452453,832.2267811,822.3058305,812.4816129,803.6329595,794.9848861,787.7159599,782.0261354,776.7462974,771.5683378,765.7487802,759.0199446,750.9020802,741.993285,732.5358561,722.4899307,713.4739948,704.9623328,698.5253452,693.1852457,689.3252097,686.7453231,683.5780024,678.5978989,672.7389214,665.6486576,658.4606861,650.0354866,641.4441005,633.0576879,625.6320558,618.5100021,611.3791537,604.6892332,599.0178954,592.9964796,587.5192337,582.918205,579.891357,578.1518746,576.3303637,572.916179,563.0830066,552.9131195,541.2717441,529.1092362,518.0831271,509.2840493,503.9308334,501.5325937,500.7154948,499.7536329,497.9080517,496.0834422,489.0294065,481.4130984,474.8600858,468.3302594,462.1492037,455.5414216,448.7035639,441.1901379,433.05981,425.0766386,417.8999442,410.7522954,404.6616833,398.9179525,394.8371325,391.139739,387.4221866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,linCoefs,0.12032,3.89444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,wavCoef,308.8115281,2.722329892,-0.001535947,-4.61E-06,-1.65E-09,1.93E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,radSens,8458.628804,9148.341523,9539.543703,9763.312524,9813.77805,9749.448037,9560.303746,9408.826336,9315.936087,9296.593117,9365.649017,9495.464887,9646.889645,9784.680601,9828.377793,9823.859966,9710.449128,9490.659666,9229.664432,8932.491805,8687.761358,8513.508746,8461.299826,8529.708052,8714.098376,9017.537224,9398.817253,9855.251304,10357.09774,10856.31401,11344.27363,11771.62679,12142.06633,12415.15107,12589.03663,12681.31402,12657.8095,12565.11073,12422.01013,12249.62022,12059.67137,11892.22172,11750.23568,11646.15708,11590.47206,11583.83289,11626.48755,11741.12826,11877.272,12059.19805,12295.61566,12585.94778,12891.56014,13219.56319,13549.49509,13850.09665,14091.32434,14287.8187,14411.15758,14520.15022,14571.24533,14557.87084,14482.70227,14411.98904,14299.16291,14115.65066,13902.16885,13671.8484,13403.83123,13153.55198,12893.63561,12656.58232,12445.80385,12257.30461,12049.89391,11856.66532,11718.59779,11608.8128,11535.42777,11518.2309,11534.57621,11566.64575,11615.78342,11653.47465,11666.84867,11647.57071,11591.71022,11509.09946,11417.31583,11316.49812,11217.49642,11124.03743,11052.7585,10972.72047,10896.51209,10835.40782,10759.92266,10701.14976,10629.84351,10557.93689,10493.88251,10444.35718,10403.17589,10372.73148,10351.64944,10352.79525,10349.03408,10359.12112,10360.30497,10355.25856,10340.23816,10311.35413,10270.67379,10228.75154,10180.95238,10135.96167,10090.82261,10055.81848,10021.69289,9984.328791,9939.94123,9880.713213,9813.973645,9744.701277,9670.997753,9600.876712,9536.01289,9471.932351,9402.419878,9335.043135,9259.932135,9176.088844,9082.986442,8988.161753,8880.902814,8765.516538,8644.804873,8518.955694,8387.401241,8265.982039,8136.572531,8013.916812,7902.855463,7806.316477,7714.354957,7633.242503,7554.813853,7472.504309,7380.44259,7288.439782,7187.294428,7089.681957,6985.761553,6884.005029,6777.96493,6679.841676,6583.358167,6486.489287,6394.918724,6311.032678,6226.333445,6143.809888,6068.920544,6001.167578,5932.600704,5870.358276,5806.673884,5742.352627,5671.613111,5593.800506,5511.831309,5427.380257,5347.415131,5273.87347,5210.702401,5159.214896,5120.262791,5089.279864,5058.52636,5011.214554,4947.67776,4874.513517,4794.309993,4715.032253,4636.381721,4572.045613,4523.514946,4480.518668,4440.556107,4403.806873,4371.995964,4325.928015,4276.615121,4233.508008,4200.283029,4177.046421,4156.735643,4126.02896,4054.025725,3981.157557,3893.473685,3804.772018,3724.925237,3652.616532,3601.147064,3569.033699,3548.35113,3525.678298,3493.866655,3466.289605,3404.996556,3346.679563,3295.242743,3250.119551,3207.856169,3161.338424,3109.578912,3057.039901,2996.151519,2937.14165,2880.908145,2822.720581,2767.247241,2718.388084,2678.328699,2642.940304,2607.714963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,irrSens,1038.039014,1115.863792,1156.574111,1176.986861,1179.706402,1172.154988,1151.264517,1139.924651,1137.884434,1143.237524,1159.120963,1181.739193,1205.383356,1227.887487,1239.583516,1244.082141,1236.385807,1216.497974,1189.551922,1157.584047,1127.550713,1103.20768,1090.643819,1092.040078,1107.980358,1137.944751,1179.468988,1232.462286,1293.744454,1359.804489,1423.996751,1482.925604,1534.24858,1573.083032,1598.393121,1611.479135,1610.105945,1599.101022,1581.100941,1560.551121,1538.744187,1521.762302,1508.001535,1499.998045,1497.969598,1503.142322,1515.225527,1537.879768,1563.370658,1594.483744,1633.14881,1678.989561,1727.494287,1780.396195,1834.742844,1887.172222,1932.391683,1971.959105,2000.319454,2025.895173,2042.891236,2048.515567,2043.503849,2037.30426,2024.002335,1999.864008,1971.289888,1940.784666,1904.574147,1871.09772,1836.043035,1804.044277,1776.931673,1753.094187,1727.275311,1703.658172,1687.885571,1676.281946,1669.305105,1670.60269,1677.239036,1685.949694,1698.299676,1710.039323,1718.282464,1722.404152,1720.072992,1712.539217,1701.831214,1688.752594,1674.868102,1660.969032,1651.482394,1641.008431,1631.308097,1626.179861,1618.207273,1613.177843,1605.681155,1598.080984,1591.776205,1587.839127,1585.663021,1584.95368,1586.325065,1591.226297,1594.019505,1599.649309,1603.181377,1605.777688,1606.971804,1605.460374,1602.610699,1598.939441,1595.018842,1590.430899,1587.343821,1587.173343,1587.27992,1587.811484,1587.36691,1583.732975,1578.791628,1570.98129,1561.36872,1550.340242,1539.645513,1527.948174,1515.992381,1505.325644,1494.313407,1482.539499,1470.144047,1457.431854,1443.688189,1428.686621,1413.162843,1396.734792,1379.186644,1362.141688,1343.845955,1326.335452,1310.369984,1296.336479,1283.497331,1272.801727,1262.744284,1251.985086,1240.277075,1228.043753,1214.77683,1201.637923,1187.208266,1172.82314,1158.038313,1144.048028,1130.231612,1116.904544,1105.119604,1094.963596,1085.219997,1076.699492,1070.08788,1065.296839,1060.26286,1056.517564,1052.356668,1047.221336,1040.365663,1031.862729,1021.993819,1011.121292,1000.114176,990.1994292,981.8665009,975.6825189,971.4966001,968.7852594,966.1861949,960.6408045,952.3099626,942.3490244,931.5408774,920.401829,908.9260576,899.6957093,894.4197831,890.3143383,886.3233573,883.3088896,879.9778291,873.8285006,865.9943488,858.2761119,852.3739328,848.6127439,846.2393623,841.6890384,830.20255,819.4836884,805.1710019,791.0574276,778.8119171,769.9544183,765.4481406,765.492966,768.5233598,771.4217667,771.8115269,772.349397,764.256607,755.2292436,746.3806231,737.4431685,727.9856869,718.7568844,708.278907,697.3577498,685.1466451,673.3668537,663.1296446,654.5708634,647.7246702,643.0374739,641.2038238,640.8614178,640.0614229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,linCoefs,0.12828,2.16327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,wavCoef,298.3401799,2.689371559,-0.000673528,-1.20E-05,2.67E-08,-2.03E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,radSens,5920.477048,6355.391713,6625.275905,6808.495884,6954.21667,7104.995103,7244.059945,7437.954558,7697.887652,7916.32315,8104.915826,8199.028993,8204.18839,8134.577168,7994.405088,7830.046064,7678.053872,7569.790224,7545.935623,7607.643134,7766.015811,7997.809485,8301.015477,8621.550889,8919.144207,9182.561627,9369.540575,9456.526222,9456.870612,9383.729237,9268.004787,9129.706639,9007.608869,8932.196286,8939.704048,9038.640871,9232.872503,9529.78858,9921.128285,10383.40812,10882.19062,11387.62258,11868.80141,12306.51675,12653.84393,12913.73819,13063.56822,13118.32239,13073.24748,12940.34009,12735.92624,12497.78137,12231.4991,11941.04919,11677.06215,11447.23191,11254.4786,11117.07262,11030.65872,11007.82111,11007.83895,11054.62971,11121.10387,11244.13931,11426.60537,11624.95773,11826.03641,12062.89007,12321.87273,12559.71201,12754.60319,12947.4873,13077.02008,13158.26441,13154.0531,13070.25181,12928.09119,12730.54667,12449.40747,12124.06197,11801.98728,11519.30384,11260.90793,11072.42944,10950.29275,10865.04036,10829.17194,10809.9396,10809.79155,10816.18054,10812.89087,10807.09448,10795.22745,10767.2868,10724.93435,10668.41899,10606.68186,10517.97721,10423.62483,10316.11384,10204.84288,10099.4139,9990.741844,9877.714287,9770.61091,9664.975443,9570.560018,9483.498212,9398.375076,9324.458056,9260.634036,9197.0293,9141.512147,9091.811793,9049.72266,9011.041382,8970.530109,8933.774373,8896.178944,8857.703126,8812.786292,8765.324338,8716.823708,8669.66273,8624.595997,8584.001326,8548.782821,8523.316338,8498.820866,8477.474291,8460.976071,8442.415384,8421.689812,8392.435511,8354.919757,8309.35353,8251.309585,8187.451003,8113.83677,8033.458603,7946.266842,7858.07302,7779.127626,7700.379198,7628.591305,7555.966702,7489.606095,7418.517386,7343.931236,7262.500098,7179.208836,7095.827376,7004.214393,6913.99483,6831.199662,6757.21531,6688.058616,6607.796268,6525.841808,6434.23036,6333.700918,6226.335139,6115.739876,6011.815003,5915.462874,5829.603576,5747.650676,5680.345663,5624.9782,5569.375025,5511.352194,5444.374659,5371.404641,5286.917669,5198.124578,5099.273897,5004.257703,4919.916923,4836.889177,4771.692811,4723.24238,4680.732564,4640.53672,4595.1981,4534.849347,4454.993494,4374.183318,4289.711915,4201.239897,4125.621389,4058.092447,4000.322957,3954.877113,3914.56718,3870.798045,3831.432286,3789.022326,3742.119386,3703.053789,3674.775485,3653.163377,3639.274438,3631.773492,3589.980047,3532.101064,3458.434542,3380.749778,3299.955712,3226.600339,3166.640609,3133.573946,3117.798261,3104.728641,3089.510481,3082.529095,3054.160413,3006.435801,2952.892685,2903.174467,2851.277991,2797.691916,2737.338437,2676.807912,2622.411031,2568.028945,2523.441314,2486.551754,2458.406264,2430.647844,2406.089219,2383.743661,2357.331233,2330.154252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,irrSens,1244.452738,1325.101981,1366.333849,1386.963143,1396.964204,1405.829191,1402.692229,1413.239925,1439.81767,1458.830745,1477.121658,1482.141716,1473.699976,1455.932302,1425.558361,1393.304134,1361.468341,1340.229275,1334.214201,1340.112899,1369.159646,1408.551555,1461.086474,1515.423943,1562.186711,1603.765326,1627.017565,1633.604297,1625.530283,1604.272691,1580.27003,1553.615104,1533.562355,1522.762318,1528.963183,1551.574363,1587.958092,1643.931024,1713.049621,1791.451132,1876.056087,1958.387825,2036.951654,2110.322046,2169.067876,2215.232434,2244.36054,2258.112336,2256.452481,2241.784749,2214.89716,2182.076433,2145.818971,2104.979222,2067.306755,2036.663031,2011.405525,1997.162757,1991.720735,1997.446406,2007.706301,2026.901394,2051.002447,2085.392213,2130.102896,2178.246133,2225.895323,2281.014153,2338.794111,2393.716348,2440.403622,2486.697973,2519.723278,2542.431106,2546.997039,2535.54835,2511.23446,2474.140297,2419.692364,2358.113654,2296.648381,2244.482222,2197.329247,2165.14273,2145.244818,2134.104995,2131.489929,2132.050575,2136.572215,2142.302282,2144.851275,2148.539535,2149.720572,2148.927201,2145.208954,2138.621896,2129.718,2116.862616,2102.558965,2085.340595,2069.004814,2053.815073,2037.996124,2021.483645,2004.955566,1988.075779,1973.021658,1959.136869,1943.679459,1932.741216,1924.325461,1915.43737,1908.637298,1902.898909,1899.581921,1895.551756,1890.096661,1885.418059,1880.978806,1876.691318,1870.006608,1864.606256,1859.305924,1854.858374,1851.576188,1849.665487,1849.368913,1850.870328,1852.081974,1852.097222,1852.75915,1850.798582,1847.400284,1841.918921,1834.94098,1826.644516,1816.175826,1805.155194,1792.46838,1777.151212,1760.278804,1742.077428,1727.19423,1711.524008,1698.703699,1687.290154,1678.302259,1668.565163,1658.38532,1645.116268,1632.10635,1617.448412,1599.27814,1582.013444,1567.043418,1554.891063,1544.513561,1531.579486,1519.400085,1504.05586,1486.042671,1464.656466,1442.445675,1421.262477,1400.65209,1383.161107,1366.875567,1354.983659,1347.157339,1340.451078,1333.543514,1325.097437,1316.23049,1303.980911,1291.43365,1274.76777,1259.378578,1246.254355,1232.859889,1223.961552,1218.857553,1214.914218,1210.825516,1204.538277,1194.525226,1178.104629,1162.240303,1145.132722,1126.746002,1112.987718,1101.409789,1091.592227,1085.285682,1079.124057,1071.164472,1063.681358,1055.0913,1044.735722,1037.392688,1034.360525,1033.615276,1036.739662,1042.870835,1039.233292,1030.334086,1015.48455,998.6446799,979.5751571,960.9331512,944.9688829,936.4839509,933.4712924,931.6589347,931.1983821,934.540639,933.2534288,926.9079597,918.7097657,911.4840572,902.4767981,891.4744799,877.1506991,861.2797926,846.2949113,831.1168432,820.0903495,811.7181465,806.7680678,802.2166788,798.6331634,795.7592146,790.2480671,783.5786451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
